ID,SO
2494,47005
2495,46998
2496,46802
2497,46903
2498,46966
2499,46793
2500,46981
2501,46902
2502,46765
2503,47044
2504,46995
2505,46612
2506,46859
2507,46961
2508,46978
2509,47013
2510,46771
2511,47055
2512,47057
2513,47067
2514,47069
2515,47070
2516,47077
2517,46917
2518,46942
2519,46904
2520,46979
2521,46605
2522,47098
2523,47015
2524,46557
2525,47088
2526,46746
2527,47163
2528,46987
2529,46713
2530,46949
2531,46762
2532,47030
2533,47037
2534,47049
2535,47002
2536,46529
2537,46963
2538,47001
2539,47050
2540,47053
2541,47101
2542,47113
2543,47056
2544,47100
2545,47190
2546,47158
2547,47047
2548,47087
2549,47063
2550,47177
2551,47052
2552,46795
2553,46825
2554,46834
2555,46844
2556,46848
2557,46798
2558,46858
2559,47003
2560,47004
2561,47014
2562,47048
2563,47064
2564,47066
2565,47068
2566,47072
2567,47073
2568,47074
2569,47089
2570,47090
2571,47094
2572,47095
2573,47107
2574,47116
2575,47117
2576,47146
2577,47149
2578,47162
2579,47203
2580,47241
2581,47078
2582,47097
2583,46960
2584,47307
2585,47320
2586,47193
2587,47308
2588,47336
2589,47124
2590,47125
2591,47221
2592,47384
2593,47175
2594,47150
2595,47224
2596,47208
2597,47228
2598,47404
2599,47209
2600,47220
2601,46939
2602,47135
2603,47215
2604,47222
2605,47223
2606,47225
2607,47227
2608,47252
2609,47310
2610,47373
2611,47321
2612,47133
2613,47134
2614,47176
2615,47202
2616,47273
2617,47274
2618,47275
2619,47292
2620,47294
2621,47306
2622,47309
2623,47315
2624,47322
2625,47036
2626,47366
2627,47367
2628,47342
2629,47450
2630,47452
2631,47395
2632,47262
2633,47317
2634,46860
2635,47288
2636,47331
2637,47332
2638,47333
2639,47334
2640,47340
2641,47345
2642,47380
2643,47381
2644,47401
2645,47402
2646,47428
2647,47446
2648,47455
2649,47473
2650,47492
2651,47501
2652,47304
2653,47456
2654,47414
2655,47610
2656,47666
2657,47611
2658,47612
2659,47619
2660,47620
2661,47481
2662,47508
2663,47469
2664,47474
2665,47476
2666,47479
2667,47482
2668,47485
2669,47507
2670,47549
2671,47656
2672,47552
2673,47616
2674,47524
2675,47559
2676,47680
2677,47702
2678,47427
2679,47689
2680,47460
2681,47510
2682,47536
2683,47537
2684,47538
2685,47535
2686,47583
2687,47587
2688,47613
2689,47692
2690,47511
2691,47725
2692,47687
2693,47747
2694,47684
2695,47438
2696,47739
2697,47706
2698,47519
2699,47783
2700,47614
2701,47670
2702,47754
2703,47675
2704,47771
2705,47773
2706,47861
2707,47691
2708,47774
2709,47840
2710,47690
2711,47539
2712,47570
2713,47586
2714,47601
2715,47602
2716,47609
2717,47623
2718,47631
2719,47665
2720,47673
2721,47791
2722,47806
2723,47820
2724,47828
2725,47851
2726,47852
2727,47877
2728,47749
2729,47578
2730,47781
2731,47660
2732,47603
2733,47887
2734,47890
2735,47935
2736,47928
2737,47145
2738,47803
2739,47905
2740,47843
2741,47918
2742,47833
2743,47832
2744,47842
2745,47742
2746,47853
2747,47866
2748,47808
2749,47821
2750,47997
2751,47572
2752,47608
2753,47681
2754,47641
2755,47682
2756,47693
2757,47751
2758,47753
2759,47762
2760,47768
2761,47809
2762,47811
2763,47815
2764,47819
2765,47823
2766,47871
2767,46935
2768,47901
2769,47903
2770,47954
2771,47671
2772,47836
2773,47893
2774,47934
2775,47829
2776,47923
2777,47926
2778,47834
2779,48009
2780,47939
2781,48020
2782,47838
2783,47850
2784,47949
2785,48023
2786,47963
2787,48110
2788,09344
2789,47813
2790,47837
2791,47972
2792,48046
2793,48099
2794,48125
2795,48142
2796,47835
2797,47908
2798,47988
2799,48027
2800,48024
2801,48055
2802,48001
2803,48017
2804,47996
2805,48128
2806,48100
2807,47916
2808,47973
2809,47961
2810,47962
2811,48003
2812,48006
2813,47986
2814,48008
2815,48028
2816,48031
2817,48045
2818,48089
2819,48094
2820,48184
2821,48068
2822,48182
2823,48187
2824,47855
2825,48225
2826,48216
2827,48192
2828,48038
2829,48040
2830,48041
2831,48194
2832,48039
2833,48179
2834,47977
2835,48229
2836,48238
2837,48030
2838,48213
2839,48004
2840,48011
2841,48053
2842,48054
2843,48086
2844,48090
2845,48051
2846,48237
2847,48047
2848,48048
2849,48093
2850,48116
2851,48152
2852,48203
2853,48205
2854,48217
2855,48232
2856,48244
2857,48185
2858,48295
2859,47925
2860,48327
2861,48284
2862,48321
2863,48320
2864,48298
2865,48114
2866,48130
2867,48285
2868,48287
2869,48088
2870,48168
2871,48275
2872,48366
2873,48381
2874,48166
2875,48312
2876,48101
2877,48102
2878,48167
2879,48406
2880,48281
2881,48330
2882,48212
2883,48261
2884,48324
2885,48400
2886,48443
2887,48197
2888,48234
2889,48239
2890,48243
2891,48245
2892,48249
2893,48251
2894,48259
2895,48290
2896,48328
2897,48394
2898,48395
2899,48279
2900,48454
2901,48461
2902,48391
2903,48286
2904,48460
2905,48342
2906,48492
2907,48278
2908,48303
2909,48325
2910,48456
2911,48459
2912,48440
2913,48420
2914,48523
2915,EMENT
2916,48507
2917,48527
2918,48525
2919,48524
2920,48542
2921,48246
2922,48247
2923,48277
2924,48301
2925,48302
2926,48352
2927,48353
2928,48370
2929,48372
2930,48383
2931,48526
2932,48388
2933,48556
2934,48386
2935,48374
2936,48387
2937,48435
2938,48449
2939,48450
2940,48452
2941,48455
2942,48522
2943,48552
2944,48555
2945,48494
2946,48576
2947,48615
2948,48616
2949,48586
2950,48613
2951,48554
2952,48624
2953,48547
2954,48236
2955,48660
2956,48548
2957,48690
2958,48635
2959,48639
2960,48578
2961,48376
2962,47917
2963,48744
2964,48742
2965,48767
2966,48805
2967,48798
2968,48802
2969,48761
2970,48791
2971,48622
2972,48759
2973,48782
2974,48683
2975,48714
2976,48717
2977,48809
2978,48839
2979,48817
2980,48824
2981,48614
2982,48632
2983,48540
2984,48760
2985,48855
2986,48633
2987,48797
2988,48806
2989,48755
2990,48808
2991,48623
2992,48890
2993,48902
2994,48903
2995,48905
2996,48906
2997,48895
2998,48921
2999,48796
3000,48859
3001,48700
3002,48794
3003,48892
3004,48912
3005,48957
3006,48843
3007,48726
3008,48884
3009,48901
3010,48942
3011,48777
3012,48804
3013,48943
3014,48964
3015,48945
3016,48919
3017,49012
3018,48728
3019,48757
3020,48758
3021,48776
3022,48781
3023,48800
3024,48819
3025,48830
3026,48865
3027,48868
3028,48873
3029,48880
3030,48907
3031,48910
3032,48925
3033,48930
3034,48931
3035,48932
3036,48956
3037,49003
3038,48940
3039,49018
3040,48967
3041,48893
3042,48934
3043,48764
3044,48844
3045,49001
3046,49014
3047,48983
3048,49038
3049,49044
3050,49060
3051,49027
3052,49052
3053,49043
3054,48911
3055,49015
3056,49030
3057,49037
3058,49070
3059,49065
3060,49077
3061,49081
3062,49066
3063,49092
3064,49098
3065,49126
3066,49104
3067,49137
3068,49127
3069,49148
3070,48981
3071,49091
3072,49124
3073,49130
3074,49155
3075,49149
3076,49187
3077,49203
3078,49096
3079,49176
3080,49222
3081,49255
3082,49147
3083,49150
3084,49156
3085,49188
3086,49199
3087,49250
3088,49247
3089,49256
3090,49196
3091,49099
3092,49269
3093,49195
3094,49235
3095,49246
3096,49254
3097,49225
3098,49257
3099,49258
3100,49261
3101,49274
3102,49275
3103,49276
3104,49264
3105,49292
3106,49296
3107,49307
3108,49097
3109,49185
3110,49279
3111,49282
3112,49331
3113,49248
3114,49298
3115,49313
3116,49294
3117,49212
3118,49215
3119,49236
3120,49283
3121,49285
3122,49306
3123,49316
3124,49330
3125,49317
3126,49328
3127,49341
3128,49342
3129,49343
3130,49344
3131,49347
3132,49360
3133,49363
3134,49335
3135,49167
3136,49272
3137,49346
3138,49358
3139,49371
3140,49372
3141,49376
3142,49377
3143,49379
3144,49381
3145,49389
3146,49391
3147,49394
3148,49400
3149,49403
3150,49410
3151,49354
3152,49415
3153,49418
3154,49428
3155,49436
3156,49438
3157,49427
3158,49419
3159,49425
3160,49369
3161,49385
3162,49446
3163,49447
3164,49411
3165,49417
3166,49439
3167,49445
3168,49455
3169,49461
3170,49462
3171,49464
3172,49465
3173,49467
3174,49469
3175,49481
3176,49485
3177,49477
3178,49502
3179,49504
3180,49505
3181,49440
3182,49546
3183,49566
3184,49570
3185,49572
3186,49579
3187,49523
3188,49530
3189,49520
3190,49532
3191,49534
3192,49535
3193,49536
3194,49548
3195,49561
3196,49580
3197,49583
3198,49559
3199,49533
3200,49563
3201,49591
3202,49593
3203,49594
3204,49606
3205,49608
3206,49609
3207,49610
3208,49614
3209,49615
3210,49638
3211,49635
3212,49631
3213,49624
3214,49622
3215,49620
3216,49678
3217,49672
3218,49654
3219,49651
3220,49650
3221,49649
3222,49647
3223,49643
3224,49642
3225,49640
3226,49696
3227,49694
3228,49693
3229,49692
3230,49691
3231,49683
3232,49682
3233,49680
3234,49519
3235,49526
3236,49697
3237,49357
3238,49596
3239,49616
3240,49639
3241,49644
3242,49679
3243,49695
3244,49713
3245,49716
3246,49719
3247,49720
3248,49722
3249,49723
3250,49724
3251,49725
3252,49736
3253,49739
3254,49740
3255,49741
3256,49748
3257,49749
3258,49750
3259,49763
3260,49764
3261,49766
3262,49769
3263,49773
3264,49778
3265,49811
3266,49708
3267,49793
3268,49802
3269,49815
3270,49841
3271,49845
3272,49851
3273,49855
3274,49865
3275,49867
3276,49817
3277,49822
3278,49833
3279,49834
3280,49792
3281,49663
3282,49737
3283,49850
3284,49768
3285,49797
3286,49790
3287,49794
3288,49787
3289,49783
3290,49758
3291,49759
3292,49755
3293,48941
3294,49578
3295,49799
3296,49879
3297,49880
3298,49881
3299,49884
3300,49890
3301,49893
3302,49876
3303,49667
3304,49527
3305,49488
3306,49796
3307,49894
3308,49895
3309,49903
3310,49507
3311,49900
3312,49914
3313,49897
3314,49936
3315,49939
3316,49927
3317,49922
3318,49928
3319,49943
3320,49944
3321,49930
3322,49942
3323,49952
3324,49969
3325,49971
3326,49931
3327,49945
3328,49961
3329,49967
3330,49681
3331,49675
3332,49676
3333,49677
3334,49595
3335,49626
3336,49872
3337,49974
3338,49975
3339,49611
3340,49625
3341,49623
3342,49668
3343,49685
3344,49645
3345,49686
3346,49646
3347,49648
3348,49688
3349,49659
3350,49660
3351,49661
3352,49662
3353,49665
3354,49666
3355,49674
3356,49690
3357,49689
3358,49732
3359,49731
3360,49734
3361,49735
3362,eeded
3363,49738
3364,49743
3365,49746
3366,49745
3367,49744
3368,49747
3369,49751
3370,49752
3371,49753
3372,49754
3373,49756
3374,49757
3375,49761
3376,49765
3377,49730
3378,49733
3379,49721
3380,49779
3381,49780
3382,49781
3383,49782
3384,49784
3385,49785
3386,49786
3387,49788
3388,49789
3389,49791
3390,49652
3391,49889
3392,49875
3393,49896
3394,49898
3395,49963
3396,49980
3397,49982
3398,49989
3399,49990
3400,49991
3401,49992
3402,49993
3403,49994
3404,49995
3405,50007
3406,50018
3407,50020
3408,50023
3409,50027
3410,50030
3411,50042
3412,50043
3413,50005
3414,50046
3415,50058
3416,50059
3417,50061
3418,50065
3419,50036
3420,50057
3421,50062
3422,50056
3423,50055
3424,-0001
3425,50077
3426,50070
3427,50080
3428,50084
3429,50086
3430,50087
3431,50106
3432,50107
3433,50104
3434,50111
3435,50115
3436,50118
3437,50119
3438,50123
3439,50124
3440,50126
3441,50101
3442,50102
3443,50093
3444,50121
3445,50163
3446,50144
3447,50170
3448,50173
3449,50176
3450,50177
3451,50193
3452,50088
3453,50178
3454,50204
3455,50098
3456,50120
3457,50142
3458,50154
3459,50165
3460,50186
3461,50188
3462,50189
3463,50191
3464,50194
3465,50195
3466,50199
3467,50213
3468,50218
3469,50219
3470,50198
3471,50250
3472,50248
3473,50148
3474,50207
3475,50236
3476,50262
3477,50264
3478,50265
3479,50266
3480,50277
3481,50281
3482,50282
3483,50283
3484,50284
3485,50285
3486,50286
3487,50287
3488,50288
3489,50289
3490,50290
3491,50291
3492,50292
3493,50293
3494,50294
3495,50298
3496,50299
3497,50303
3498,50305
3499,50306
3500,50307
3501,50308
3502,50309
3503,50168
3504,50239
3505,50311
3506,50312
3507,50317
3508,50318
3509,50321
3510,50325
3511,50329
3512,50331
3513,50332
3514,50334
3515,50335
3516,50336
3517,50326
3518,50316
3519,50341
3520,50346
3521,50352
3522,50353
3523,50357
3524,50358
3525,50359
3526,50360
3527,50363
3528,50364
3529,50365
3530,50368
3531,50369
3532,50386
3533,50393
3534,50333
3535,50361
3536,50371
3537,50301
3538,50407
3539,50411
3540,50413
3541,50414
3542,50415
3543,50420
3544,50429
3545,50430
3546,50441
3547,50437
3548,50439
3549,50456
3550,50458
3551,50460
3552,50461
3553,50464
3554,50465
3555,50449
3556,50467
3557,50471
3558,50472
3559,50470
3560,50469
3561,50451
3562,50452
3563,50454
3564,50475
3565,50455
3566,50481
3567,50482
3568,50483
3569,50484
3570,50486
3571,50492
3572,50493
3573,50491
3574,50466
3575,50506
3576,50507
3577,50516
3578,50518
3579,50522
3580,50528
3581,50530
3582,50531
3583,50533
3584,50534
3585,50535
3586,50536
3587,50538
3588,50539
3589,50515
3590,50532
3591,50555
3592,50556
3593,50561
3594,50566
3595,50575
3596,50576
3597,50578
3598,50585
3599,50605
3600,50579
3601,50580
3602,50586
3603,50591
3604,50584
3605,50362
3606,50593
3607,50598
3608,50599
3609,50600
3610,50606
3611,50607
3612,50608
3613,50609
3614,50610
3615,50611
3616,50612
3617,50613
3618,50615
3619,50616
3620,50617
3621,50618
3622,50619
3623,50621
3624,50622
3625,50623
3626,50624
3627,50625
3628,50626
3629,50627
3630,50628
3631,50629
3632,50630
3633,50631
3634,50632
3635,50634
3636,50635
3637,50637
3638,50640
3639,50633
3640,50639
3641,50652
3642,50642
3643,50650
3644,50654
3645,50657
3646,50660
3647,50662
3648,50663
3649,50666
3650,50667
3651,50670
3652,50672
3653,50673
3654,50674
3655,50678
3656,50679
3657,50681
3658,50687
3659,50689
3660,50636
3661,50659
3662,50686
3663,50694
3664,50697
3665,50699
3666,50700
3667,50706
3668,50695
3669,50651
3670,50703
3671,50708
3672,50718
3673,50726
3674,50712
3675,50717
3676,  
3677,50775
3678,50755
3679,50733
3680,50734
3681,50737
3682,50738
3683,50743
3684,50745
3685,50749
3686,50750
3687,50751
3688,50754
3689,50757
3690,50759
3691,50740
3692,50753
3693,50769
3694,50774
3695,50779
3696,50787
3697,50780
3698,50789
3699,50765
3700,50800
3701,50799
3702,50808
3703,50809
3704,50810
3705,50811
3706,50813
3707,50812
3708,50850
3709,50868
3710,50875
3711,50803
3712,50814
3713,50817
3714,50827
3715,50828
3716,50829
3717,50830
3718,50831
3719,50832
3720,50833
3721,50840
3722,50846
3723,50860
3724,50862
3725,50867
3726,50883
3727,50889
3728,50848
3729,50878
3730,50890
3731,50891
3732,50892
3733,50894
3734,50895
3735,50847
3736,50865
3737,50881
3738,50897
3739,50905
3740,50911
3741,50921
3742,50932
3743,50877
3744,50879
3745,50898
3746,50903
3747,50919
3748,50931
3749,50943
3750,50942
3751,50947
3752,50949
3753,50978
3754,50983
3755,50984
3756,51007
3757,50838
3758,50861
3759,50925
3760,50956
3761,50958
3762,50964
3763,50975
3764,50976
3765,50977
3766,50979
3767,50980
3768,50981
3769,50996
3770,50998
3771,50999
3772,51004
3773,51010
3774,51023
3775,51029
3776,51032
3777,51039
3778,50962
3779,51043
3780,51047
3781,51049
3782,51055
3783,51058
3784,51059
3785,51060
3786,51067
3787,51071
3788,51075
3789,51077
3790,51081
3791,51028
3792,51036
3793,51069
3794,51079
3795,51078
3796,51084
3797,51087
3798,51091
3799,51098
3800,51099
3801,51101
3802,51104
3803,51105
3804,51108
3805,51109
3806,51066
3807,51082
3808,51107
3809,50968
3810,51116
3811,51117
3812,51125
3813,51127
3814,51128
3815,51129
3816,51130
3817,51136
3818,51137
3819,51138
3820,51140
3821,51141
3822,51142
3823,51143
3824,51144
3825,51145
3826,51146
3827,51147
3828,51148
3829,51149
3830,51150
3831,51152
3832,51153
3833,51154
3834,51199
3835,50995
3836,51013
3837,51157
3838,51158
3839,51160
3840,51164
3841,51171
3842,51172
3843,51174
3844,51175
3845,51177
3846,51178
3847,51181
3848,51185
3849,51187
3850,51191
3851,51192
3852,51200
3853,51212
3854,51214
3855,51217
3856,51221
3857,51228
3858,51229
3859,51230
3860,51231
3861,51233
3862,51245
3863,51248
3864,51190
3865,51253
3866,51254
3867,51255
3868,51259
3869,51262
3870,51265
3871,51266
3872,51267
3873,51268
3874,51271
3875,51273
3876,51274
3877,51275
3878,51277
3879,51279
3880,51282
3881,51285
3882,51234
3883,51284
3884,51286
3885,51311
3886,51316
3887,51318
3888,51320
3889,51333
3890,51345
3891,51332
3892,51334
3893,51335
3894,51343
3895,51371
3896,51346
3897,51352
3898,51356
3899,51358
3900,51360
3901,51370
3902,51376
3903,51380
3904,51381
3905,51382
3906,51385
3907,51374
3908,51398
3909,51401
3910,51403
3911,51404
3912,51405
3913,51406
3914,51407
3915,51409
3916,51410
3917,51411
3918,51412
3919,51416
3920,51417
3921,51418
3922,51432
3923,51420
3924,51426
3925,51430
3926,51431
3927,51436
3928,51437
3929,51443
3930,51482
3931,51291
3932,51447
3933,51450
3934,51451
3935,51452
3936,51453
3937,51455
3938,51458
3939,51459
3940,51460
3941,51461
3942,51462
3943,51469
3944,51471
3945,51473
3946,51485
3947,51486
3948,51487
3949,51467
3950,51506
3951,51492
3952,51499
3953,51503
3954,51520
3955,51527
3956,51530
3957,51536
3958,51538
3959,51543
3960,51539
3961,51549
3962,51550
3963,51551
3964,51552
3965,51554
3966,51556
3967,51557
3968,51558
3969,51559
3970,51561
3971,51572
3972,51573
3973,51574
3974,51577
3975,51578
3976,51580
3977,51585
3978,51586
3979,51588
3980,51589
3981,51569
3982,51570
3983,51590
3984,51596
3985,51602
3986,51603
3987,51605
3988,51619
3989,51620
3990,51621
3991,51625
3992,51627
3993,51628
3994,51632
3995,51638
3996,51639
3997,51640
