ID,SO
2001,45564
2002,45570
2003,45571
2004,45572
2005,45573
2006,45543
2007,45548
2008,45550
2009,45560
2010,45561
2011,45562
2012,45587
2013,45588
2014,45590
2015,45596
2016,45597
2017,45603
2018,45606
2019,45608
2020,45609
2021,45611
2022,45614
2023,45622
2024,45624
2025,45625
2026,45626
2027,45628
2028,45643
2029,45644
2030,45645
2031,45646
2032,45660
2033,45664
2034,45665
2035,45666
2036,45670
2037,45627
2038,45594
2039,45641
2040,45654
2041,45667
2042,45684
2043,45705
2044,45685
2045,45686
2046,45695
2047,45702
2048,45706
2049,45707
2050,45709
2051,45690
2052,45720
2053,45725
2054,45730
2055,45731
2056,45735
2057,45736
2058,45737
2059,45739
2060,45655
2061,45704
2062,45710
2063,45712
2064,45718
2065,45719
2066,45721
2067,45722
2068,45742
2069,45743
2070,45746
2071,45748
2072,45753
2073,45759
2074,45761
2075,45765
2076,45767
2077,45768
2078,45769
2079,45770
2080,45771
2081,45772
2082,45806
2083,45813
2084,45814
2085,45818
2086,45819
2087,45822
2088,45817
2089,45784
2090,45787
2091,45825
2092,45826
2093,45827
2094,45832
2095,45846
2096,45774
2097,45775
2098,45786
2099,45805
2100,45812
2101,45815
2102,45820
2103,45821
2104,45824
2105,45828
2106,45829
2107,45833
2108,45834
2109,45836
2110,45837
2111,45838
2112,45842
2113,45845
2114,45847
2115,45851
2116,45853
2117,45779
2118,45830
2119,45840
2120,45773
2121,45783
2122,45883
2123,45884
2124,45891
2125,45863
2126,45865
2127,45867
2128,45868
2129,45870
2130,45874
2131,45781
2132,45885
2133,45900
2134,45916
2135,45873
2136,45905
2137,45908
2138,45621
2139,45887
2140,45915
2141,45919
2142,45920
2143,45922
2144,45926
2145,45927
2146,45930
2147,45931
2148,45933
2149,45935
2150,45939
2151,45816
2152,45860
2153,45897
2154,45942
2155,45946
2156,45858
2157,45878
2158,45903
2159,45940
2160,45943
2161,45944
2162,45945
2163,45962
2164,45914
2165,45967
2166,45955
2167,45968
2168,45972
2169,45980
2170,45989
2171,45990
2172,45741
2173,45886
2174,45792
2175,45984
2176,45986
2177,45988
2178,45991
2179,45992
2180,45994
2181,45995
2182,45993
2183,46001
2184,46006
2185,46007
2186,46010
2187,46020
2188,46017
2189,46013
2190,46028
2191,46026
2192,46021
2193,46031
2194,46032
2195,46023
2196,46029
2197,46014
2198,46030
2199,46003
2200,46015
2201,46035
2202,46056
2203,46042
2204,46060
2205,46059
2206,46053
2207,46052
2208,46046
2209,46057
2210,46037
2211,46045
2212,46047
2213,46051
2214,46054
2215,46034
2216,46058
2217,46064
2218,46043
2219,46068
2220,46084
2221,46083
2222,46048
2223,46065
2224,46069
2225,46075
2226,46079
2227,46091
2228,46093
2229,46089
2230,46094
2231,46097
2232,46099
2233,46104
2234,46105
2235,46114
2236,45982
2237,46070
2238,46100
2239,46102
2240,46103
2241,46120
2242,46126
2243,46127
2244,46109
2245,46117
2246,46132
2247,46129
2248,46133
2249,46135
2250,46128
2251,46036
2252,46140
2253,46142
2254,46143
2255,46144
2256,46146
2257,46147
2258,46159
2259,46162
2260,46184
2261,46160
2262,46168
2263,46169
2264,46172
2265,46176
2266,46181
2267,46182
2268,46174
2269,46183
2270,46152
2271,46192
2272,46209
2273,46218
2274,46243
2275,46195
2276,46196
2277,46208
2278,46213
2279,46226
2280,46233
2281,46242
2282,46193
2283,46170
2284,46236
2285,46251
2286,46167
2287,46219
2288,46257
2289,46259
2290,46224
2291,46227
2292,46282
2293,46210
2294,46191
2295,46201
2296,46206
2297,46225
2298,46240
2299,46247
2300,46250
2301,46258
2302,46262
2303,46263
2304,46271
2305,46292
2306,46293
2307,46273
2308,46279
2309,46283
2310,46285
2311,46255
2312,46312
2313,46252
2314,46365
2315,46203
2316,46204
2317,46305
2318,46307
2319,46323
2320,46334
2321,46350
2322,46235
2323,46363
2324,46253
2325,46345
2326,46295
2327,46331
2328,46333
2329,46340
2330,46349
2331,46360
2332,46354
2333,46359
2334,46361
2335,46378
2336,46301
2337,46306
2338,46241
2339,46270
2340,46272
2341,46294
2342,46362
2343,46385
2344,46387
2345,46388
2346,46393
2347,46392
2348,46403
2349,46405
2350,46423
2351,46300
2352,46409
2353,46421
2354,46426
2355,46437
2356,46166
2357,46443
2358,46400
2359,46402
2360,46428
2361,46438
2362,46440
2363,46445
2364,46433
2365,46444
2366,46450
2367,46439
2368,46442
2369,46466
2370,46427
2371,46461
2372,46493
2373,46463
2374,46521
2375,46478
2376,46481
2377,46477
2378,46485
2379,46503
2380,46510
2381,46539
2382,46542
2383,46468
2384,46469
2385,46491
2386,46497
2387,46504
2388,46509
2389,46541
2390,46495
2391,46487
2392,46432
2393,46543
2394,46492
2395,46456
2396,46457
2397,46490
2398,46517
2399,46558
2400,46573
2401,46514
2402,46593
2403,46556
2404,46482
2405,46471
2406,46528
2407,46571
2408,46577
2409,46636
2410,46585
2411,46546
2412,46512
2413,46555
2414,46598
2415,46638
2416,46656
2417,46567
2418,46586
2419,46637
2420,46609
2421,46666
2422,46579
2423,46523
2424,46694
2425,46646
2426,46594
2427,46645
2428,46626
2429,46524
2430,46604
2431,46689
2432,46610
2433,46562
2434,46691
2435,46566
2436,46671
2437,46652
2438,46537
2439,46668
2440,46530
2441,46608
2442,46651
2443,46729
2444,46672
2445,46733
2446,46722
2447,46455
2448,46693
2449,46532
2450,46650
2451,46657
2452,46683
2453,46710
2454,46912
2455,46891
2456,46901
2457,46921
2458,46536
2459,46696
2460,46726
2461,46724
2462,46884
2463,46639
2464,46682
2465,46540
2466,46945
2467,46601
2468,46531
2469,46589
2470,46653
2471,46687
2472,46702
2473,46734
2474,46744
2475,46761
2476,46768
2477,46875
2478,46877
2479,46927
2480,46906
2481,46658
2482,46873
2483,46876
2484,46881
2485,46708
2486,46799
2487,46801
2488,46970
2489,46752
2490,46770
2491,46879
2492,46941
2493,46988
